#{"t_start": 1760358203.381485, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,1228,1185.747817
0.0,531,1186.578195
10.0,1818,1189.739923
5.0,1271,1191.900948
7.0,1558,1194.578659
11.0,2030,1198.148653
1.0,735,1199.355412
8.0,1131,1201.322684
14.0,2235,1205.185925
7.0,1003,1206.885083
11.0,1904,1210.158831
7.0,1517,1212.779845
4.0,1232,1214.855152
0.0,523,1215.704941
11.0,2030,1219.297902
10.0,2022,1222.860986
9.0,1856,1226.136601
8.0,1131,1228.090179
3.0,1028,1229.821234
4.0,1158,1231.788326
0.0,531,1232.742046
11.0,1635,1235.555276
12.0,2008,1239.123997
8.0,1131,1241.135296
0.0,519,1241.990024
0.0,531,1242.834809
0.0,515,1243.648648
9.0,1347,1246.002676
9.0,1339,1248.36436
4.0,1300,1250.630873
4.0,1135,1252.529316
12.0,1303,1254.725271
0.0,543,1255.574182
11.0,1912,1258.898686
2.0,840,1260.323265
2.0,823,1261.724272
11.0,1904,1265.036248
5.0,1268,1267.201676
5.0,1264,1269.369416
0.0,511,1270.182172
3.0,968,1271.825304
8.0,1799,1274.98211
6.0,1606,1277.811295
7.0,1332,1280.107329
2.0,859,1281.500675
0.0,527,1282.359896
0.0,535,1283.240871
5.0,1195,1285.248894
14.0,1972,1288.754498
5.0,1256,1290.898906
12.0,2002,1294.431576
7.0,1007,1296.164344
6.0,1303,1298.453524
11.0,1107,1300.335043
3.0,1002,1302.0345
6.0,1383,1304.388448
3.0,1092,1306.266638
5.0,1519,1308.888381
5.0,1444,1311.400976
4.0,1320,1313.652868
5.0,1417,1316.09094
12.0,1231,1318.201702
11.0,1888,1321.526515
17.0,2642,1326.127826
6.0,1383,1328.478729
6.0,1467,1330.998313
9.0,2041,1334.53917
5.0,1486,1337.151465
5.0,1419,1339.601725
9.0,1903,1342.923572
5.0,1231,1345.055964
6.0,1367,1347.388812
11.0,2164,1351.182482
5.0,1334,1353.493958
15.0,2281,1357.519123
4.0,1308,1359.855025
11.0,1904,1363.150682
16.0,1914,1366.483085
14.0,2236,1370.392775
11.0,1091,1372.236306
9.0,1981,1375.719608
8.0,1855,1378.98038
12.0,1295,1381.232189
3.0,1023,1382.978795
12.0,1314,1385.260094
14.0,2543,1389.703705
10.0,2118,1393.463169
12.0,1815,1396.667538
11.0,2188,1400.483663
10.0,2148,1404.222559
10.0,2076,1407.791336
8.0,1861,1411.011233
9.0,1634,1413.845134
19.0,1836,1417.120471
9.0,1315,1419.438579
14.0,2243,1423.369586
9.0,1337,1425.640893
8.0,1845,1428.893219
11.0,1666,1431.791083
16.0,2318,1435.935591
9.0,1976,1439.422248
11.0,2325,1443.519772
15.0,2302,1447.542191
11.0,2408,1451.779859
11.0,2285,1455.796399
12.0,1877,1459.08281
9.0,1512,1461.714413
5.0,1277,1463.897536
10.0,1618,1466.650919
10.0,2206,1470.500927
8.0,1956,1473.893172
12.0,1815,1477.080558
8.0,1698,1480.112856
15.0,2235,1484.002642
21.0,3219,1489.730614
10.0,1900,1493.069948
8.0,1731,1496.098702
7.0,1562,1498.804407
10.0,2117,1502.498712
5.0,1196,1504.521167
21.0,2675,1509.283651
7.0,1559,1511.993677
16.0,2804,1516.914148
10.0,2030,1520.569104
8.0,1780,1523.667207
11.0,2350,1527.855098
13.0,2302,1531.969095
11.0,2207,1535.811467
10.0,2211,1539.678328
19.0,2504,1544.099803
7.0,1567,1546.844879
3.0,899,1548.364924
10.0,2180,1552.254829
10.0,1455,1554.794957
8.0,1228,1556.913855
16.0,3094,1562.385087
10.0,1587,1565.15188
11.0,1099,1567.01804
8.0,1755,1570.081165
17.0,2516,1574.554371
9.0,2016,1578.098492
10.0,1812,1581.308077
30.0,1883,1584.620893
14.0,2082,1588.267609
15.0,2969,1593.528644
23.0,2246,1597.617153
9.0,1975,1601.159534
23.0,2988,1606.425836
13.0,1888,1609.756319
12.0,1223,1611.877341
12.0,2547,1616.436072
16.0,2304,1620.467386
14.0,2191,1624.350942
6.0,1475,1626.918433
10.0,2272,1630.922961
13.0,2215,1634.82867
13.0,1995,1638.321152
12.0,2397,1642.547576
9.0,2056,1646.215915
20.0,2405,1650.459481
14.0,2645,1655.213969
13.0,2102,1658.978357
16.0,2714,1663.817384
34.0,4243,1671.521591
4.0,1131,1673.497004
1.0,630,1674.523537
10.0,1439,1677.085569
13.0,1807,1680.256819
9.0,1335,1682.555589
12.0,1729,1685.632502
9.0,2048,1689.263153
12.0,1315,1691.544337
11.0,2047,1695.179119
10.0,2199,1699.069652
11.0,1810,1702.272732
11.0,2122,1706.018964
24.0,2938,1711.265652
19.0,2692,1716.071188
19.0,2800,1721.103003
17.0,2277,1725.193904
14.0,2079,1728.900329
19.0,2781,1733.893973
17.0,2636,1738.612072
20.0,2490,1743.040112
30.0,3643,1749.599817
11.0,2301,1753.683033
24.0,2894,1758.879767
28.0,3365,1764.924864
20.0,3134,1770.572462
17.0,2646,1775.269316
35.0,3555,1781.811574
27.0,3575,1788.266836
14.0,1789,1791.40034
20.0,2694,1796.297828
20.0,2900,1801.445227
14.0,2308,1805.546412
8.0,1946,1809.032954
10.0,2287,1813.14027
15.0,2347,1817.376808
37.0,4337,1825.24992
16.0,2479,1829.724329
21.0,2627,1834.429542
11.0,1892,1837.828407
13.0,2231,1841.834382
18.0,2957,1847.159732
15.0,2832,1852.25389
24.0,2879,1857.441936
19.0,2749,1862.347636
20.0,2978,1867.708058
10.0,2254,1871.746186
16.0,1766,1874.890405
16.0,2382,1879.155999
13.0,2336,1883.312903
15.0,2273,1887.333923
